institution,course_name,url,year,module_name,credits,type,bucket_1,bucket_2
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Leadership & teamworking,,,"Skills, Placement & Employability",
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Political economy of globalisation & development,,,International Political Economy,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Politics and the environment,,,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Environmental communication & behaviour change.,,,Environment & Sustainability,"Media, Communication & Culture"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Global Perspectives on Health and Human Development,,core,International Political Economy,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Ethics,,core,Political Theory & Philosophy,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Political Economy of Globalisation and Development,,core,International Political Economy,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Politics and the Environment,,core,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 2,Environmental Communication and Behaviour Change,,core,Environment & Sustainability,"Media, Communication & Culture"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Advanced texts in sustainable development,,,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Innovation & enterprise for sustainability,,,Environment & Sustainability,"Skills, Placement & Employability"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Research methods for social science,,,Research Methods & Dissertation,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Dissertation or placement in industry.,,,Research Methods & Dissertation,"Skills, Placement & Employability"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,"Natural capital promotion, development, investment and monitoring",,,Environment & Sustainability,International Political Economy
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Community climate action,,,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Role of cultural and creative sector in sustainable development.,,,Environment & Sustainability,"Media, Communication & Culture"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Advanced Texts in Sustainable Development,,core,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Innovation and Enterprise for Sustainability,,core,Environment & Sustainability,"Skills, Placement & Employability"
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Research Methods for Social Science,,core,Research Methods & Dissertation,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Dissertation 3,,optional,Research Methods & Dissertation,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 3,Placement (International),,optional,"Skills, Placement & Employability",
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Sustainable development field course,,,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Ethics,,,Political Theory & Philosophy,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Migration & development,,,International Political Economy,Human Rights & Humanitarianism
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Water resources,,,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Honours action research project.,,,Research Methods & Dissertation,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Environmental Field Course,,core,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Migration and development,,core,International Political Economy,Human Rights & Humanitarianism
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Water resources policy and governance,,core,Environment & Sustainability,
Glasgow,MA (hons) global sustainable development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/,Year 4,Honours Action Research Project II,,core,Research Methods & Dissertation,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 1,Non Beginners Language 1: Culture 1,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 1,Beginners Language 1,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 1,Spanish Culture 1 (Non-Beginners),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 1,Spanish Language 1 (Beginners),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 1,Spanish Language 1 (Non-Beginners),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 2,Language 2: Culture 2,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 2,Language 2: Culture 2,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 2,Spanish Culture 2,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 2,Spanish Language 2,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Year abroad,,,"Skills, Placement & Employability",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Year abroad,,,"Skills, Placement & Employability",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,SPANISH YEAR ABROAD ASSISTANTSHIP,,,Language & Area Language Modules,"Skills, Placement & Employability"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,SPANISH YEAR ABROAD STUDY,,,Language & Area Language Modules,"Skills, Placement & Employability"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,SPANISH YEAR ABROAD WORK PLACEMENT,,,Language & Area Language Modules,"Skills, Placement & Employability"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Catalan 1,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Catalan 2,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Interpreting Skills In Spanish,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,"Mexico: Past, Present And Future",,,Regional & Area Studies,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Nonfiction Literature In Latin America,,,"Media, Communication & Culture",Regional & Area Studies
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Power And Marginality In Latin America,,,Regional & Area Studies,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Women's Expressions Of Selfhood Across South America,,,"Gender, Identity & Society",Regional & Area Studies
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Golden Age Iberia in Glasgow,,,Sociology & History,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Spanish Spoken Language (Junior),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Spanish Honours Written Language (Junior),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Spanish Honours Written Language (Senior),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Spanish Honours Spoken Language (Senior),,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Cultural and Social Change in Contemporary Spain,,,Regional & Area Studies,Sociology & History
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Representing Disappearance: Cultural Responses to the Argentine Dictatorship (1976-83),,,"Media, Communication & Culture",Regional & Area Studies
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Images of Women in 20th century Hispanic Cultures,,,"Gender, Identity & Society","Media, Communication & Culture"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Realism and Magic Realism in Latin America,,,,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Contemporary Spanish Cinema,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Representations of the Spanish Civil War,,,Sociology & History,"Media, Communication & Culture"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,"Women and Spanish Society, 1833-1931: From the wars over female succession to women's suffrage",,,"Gender, Identity & Society",Sociology & History
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Catalan Society,,,Regional & Area Studies,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Foundational Fictions: The Nineteenth Century,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Medievalism and Orientalism in Hispanic America,,,"Media, Communication & Culture",Regional & Area Studies
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Winter is Coming: The Middle Ages in the Modern World,,,Sociology & History,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Queer Subjectivities in Latin America,,,"Gender, Identity & Society",Regional & Area Studies
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Sociolinguistics of the Spanish-speaking World,,,Sociology & History,Language & Area Language Modules
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Humour and Horror in Early Modern Spain,,,Sociology & History,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Don Quixote against Reality,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Spanish Dissertation,,,Language & Area Language Modules,Research Methods & Dissertation
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Applied Dissertation with Placement in Spanish,,,Language & Area Language Modules,"Skills, Placement & Employability"
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Translation Studies: An introduction to key topics in theory and practice,,,Language & Area Language Modules,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,The Brothers Grimm and the European Fairy Tale,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Narrating the City: Representation of Urban Space in Literature and Film,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Classic European Cinema East and West,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Myths and Modern Imagination,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Transcultural Connections: 'Classic' Texts and their Adaptations across Cultures,,,"Media, Communication & Culture",
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Bestsellers in the Pre-Industrial Age,,,Sociology & History,
Glasgow,MA (hons) politics,http://www.gla.ac.uk/undergraduate/degrees/spanish/,Year 3,Cervantes in Hollywood,,,"Media, Communication & Culture",
